id,companyName,symbol,securityName,status,companyEmail,website,sectorName,regulatoryBody,instrumentType
8097,Prime Commercial Bank Ltd.,PBD88,10% Prime Debenture 2088,A,CS@pcbl.com.np,www.primebank.com.np,Commercial Banks,Nepal Rastra Bank,Non-Convertible Debentures
8098,Siddhartha Bank Limited,SBLD89,10.75% SBL Debenture 2089,A,laxman.ghimire@sbl.com.np,,Commercial Banks,Nepal Rastra Bank,Non-Convertible Debentures
8099,Upper Hewakhola Hydropower company Limited,UHEWA,Upper Hewakhola Hydropower Company Limited,A,upperhewahpc@gmail.com,upperhewahpc.com.np,Hydro Power,Nepal Hydropower Board,Equity
8100,Swet-Ganga Hydropower and Construction Limited,SGHC,Swet-Ganga Hydropower & Construction Limited ,A,sghcl@sanimahydro.com,www.swetgangahydropower.com,Hydro Power,Nepal Hydropower Board,Equity
8102,Mandakini Hydropower Limited,MHL,Mandakini Hydropower Limited,A,mandakini.hydropower@gmail.com,www.mandakinihydro.com.np,Hydro Power,Nepal Hydropower Board,Equity
8104,Upper solu Electric company Limited,USHEC,Upper Solu Hydro Electric Company Limited,A,ushec@info.com.np,www.ushec.com.np,Hydro Power,Nepal Hydropower Board,Equity
8105,NMB Bank Limited,NMBUR93/94,NMB Energy Bond 4% - 2093/94 ,A,pramod.dahal@nmb.com.np,http://www.nmb.com.np,Commercial Banks,Nepal Rastra Bank,Non-Convertible Debentures
8106,Global IME Balanced Fund-1,GIBF1,Global IME Balanced Fund-1,A,gimeb1@gicl.com.np,www.globalimecapital.com,Mutual Fund,Nepal Rastra Bank,Mutual Funds
8108,Rapti Hydro and General Construction Limited,RHGCL,Rapti Hydro And General Construction Limited,A,info@raptihydro.com.np,www.raptihydro.com.np,Hydro Power,Nepal Hydropower Board,Equity
8109,Sanima Bank Limited,SBD89,10.25% Sanima Debenture 2089,A,RUDRA@sanimabank.com,www.sanimabank.com,Commercial Banks,Nepal Rastra Bank,Non-Convertible Debentures
8110,Nepal SBI Bank Limited,SBID83,10.25% Nepal SBI Bank Debenture 2083,A,cs@nsbl.com.np,https://nsbl.statebank,Commercial Banks,Nepal Rastra Bank,Non-Convertible Debentures
8116,Prime Commercial Bank Ltd.,PBD84,10.15% Prime Debenture 2084,A,CS@pcbl.com.np,www.primebank.com.np,Commercial Banks,Nepal Rastra Bank,Non-Convertible Debentures
8117,Aviyan laghubittya bittiya sanstha limited,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,A,aviyanlaghu@gmail.com,https://www.aviyanlaghubitta.com/,Microfinance,Nepal Rastra Bank,Equity
8119,Everest Bank Limited,EBLD85,10.50% Everest Bank Limited Debenture 2085,A,sharedept@ebl.com.np,www.everestbankltd.com,Commercial Banks,Nepal Rastra Bank,Non-Convertible Debentures
8121,Sayapatri Hydropower Limited,SPHL,Sayapatri Hydropower Limited,A,info@sayapatrihydropower.com,www.sayapatrihydropower.com,Hydro Power,Nepal Hydropower Board,Equity
8122,Peoples Power Limited,PPL,People's Power Limited,A,peoplespowerltd@gmail.com,www.peoplespower.com.np,Hydro Power,Nepal Hydropower Board,Equity
8123,Dhaulagiri laghubitta Sanstha Limited,DLBS,Dhaulagiri Laghubitta Bittiya Sanstha Limited,A,dlbsbank.headoffice@gmail.com,www.dhaulagiribank.com,Microfinance,Nepal Rastra Bank,Equity
8125,NMB Capital Ltd.,NSIF2,NMB Sulav Investment Fund - 2,A,mutualfunds@nmbcl.com.np,www.nmbcl.com.np,Mutual Fund,Nepal Rastra Bank,Mutual Funds
8126,Sikles Hydropower Limited,SIKLES,Sikles Hydropower Limited,A,sikleshydro13mw@gmail.com,www.sikleshydro.com.np,Hydro Power,Nepal Hydropower Board,Equity
8127,Kumari Bank Limited,KBLD89,11% KBL Debenture 2089,A,info@kumaribank.com,http://www.kumaribank.com,Commercial Banks,Nepal Rastra Bank,Non-Convertible Debentures
8128,Khaptad Laghubitta Bittiya Sanstha Ltd,KLBS,Khaptad Laghubitta Bittiya Sanstha Limited,D,info@khaptadmfi.com.np,www.khaptadmfi.com.np,Microfinance,Nepal Rastra Bank,Equity
8131,Eastern Hydropower Limited,EHPL,Eastern Hydropower Limited,A,pikhuwakhola5@gmail.com,www.ehpl.com.np,Hydro Power,Nepal Hydropower Board,Equity
8132,Shrijanshil Laghubitta Baittiya sanstha Limited,SHLB,Shrijanshil Laghubitta Bittiya Sanstha Limited,A,info@shrijanshil.com.np,www.shrijanshil.org,Microfinance,Nepal Rastra Bank,Equity
8133,Peoples Hydropower Company Limited,PHCL,Peoples Hydropower Company Limited,A,peoples.hydro5@gmail.com,https://peopleshydro.com.np/				,Hydro Power,Nepal Hydropower Board,Equity
9135,Barahi Hydropower Public Limited,BHPL,Barahi Hydropower Public Limited,A,bhpl.acc@gmail.com,www.barahihydropower.com.np,Hydro Power,Nepal Hydropower Board,Equity
9136,Bank of Kathmandu Ltd.,BOKD86KA,"BOK Debenture 2086 ""KA""",A,deepak.gautam@bok.com.np,,Commercial Banks,Nepal Rastra Bank,Non-Convertible Debentures
9137,Himalayan Bank Limited,HBLD86,"Himalayan Bank Limited Bond, 2086",A,legal@himalayanbank.com,https://www.himalayanbank.com,Commercial Banks,Nepal Rastra Bank,Non-Convertible Debentures
9138,NIBL Growth Fund,NIBLGF,NIBL Growth Fund,A,info@niblcapital.com,www.niblcapital.com,Mutual Fund,Nepal Rastra Bank,Mutual Funds
9139,Sanima Growth Fund,SAGF,Sanima Growth Fund,A,sanimacapital@sanimabank.com,www.sanima.capital,Mutual Fund,Nepal Rastra Bank,Mutual Funds
9140,Unique Nepal Laghubitta Bittiya Sanstha Limited,UNLB,Unique Nepal Laghubitta Bittiya Sanstha Limited,A,unique.mfp@gmail.com,https://uniquenepalmicrofinance.com.np,Microfinance,Nepal Rastra Bank,Equity
9141,Nepal Infrastructure Bank Limited,NIFRAUR85/86,NIFRA Uraj Rinpatra7%-2085/86,A,iswor.gautam@nifrabank.com,https://www.nifrabank.com,Investment,Nepal Rastra Bank,Non-Convertible Debentures
9146,Super Madi Hydropower Limited,SMHL,Super Madi Hydropower Limited,A,supermadihydro@gmail.com,www.supermadihydro.com.np,Hydro Power,Nepal Hydropower Board,Equity
9147,SHUVAM POWER LIMITED,SPL,Shuvam Power Limited,A,shuvampower@gmail.com,www.shuvamhydro.com.np,Hydro Power,Nepal Hydropower Board,Equity
9148,Supermai Hydropower Limited,SMH,Super Mai Hydropower Limited,A,supermaihydropower@gmail.com,www.supermaihydro.com.np,Hydro Power,Nepal Hydropower Board,Equity
9149,Maya Khola Hydropower Company Limited,MKHC,Maya Khola Hydropower Company Limited,A,dpshresths@gmail.com,www.mkhpcl.com.np,Hydro Power,Nepal Hydropower Board,Equity
9150,Asian Hydropower Limited,AHL,Asian Hydropower Limited,A,info@urjadeveloper.com,https://asianhydro.com.np/,Hydro Power,Nepal Hydropower Board,Equity
9151,KALINCHOWK DARSHAN LIMITED ,KDL,Kalinchowk Darshan Limited,A,darshankalinchowk@gmail.com,www.kalinchowkdarshan.com.np,Hotels And Tourism,Ministry of Tourism,Equity
9152,Everest Bank Limited,EBLEB89,"Everest Bank Limited Energy Bond, 2089",A,sharedept@ebl.com.np,www.everestbankltd.com,Commercial Banks,Nepal Rastra Bank,Non-Convertible Debentures
9154,Sunrise Capital Limited,SFEF,Sunrise Focused Equity Fund,A,info@sunrisecapital.com.np,www.sunrisecapital.com.np,Commercial Banks,Nepal Rastra Bank,Mutual Funds
9156,Sanima Middle Tamor Hydropower Limited,TAMOR,Sanima Middle Tamor Hydropower Limited,A,middletamor@sanimahydro.com,https://middletamor.com/,Hydro Power,Nepal Hydropower Board,Equity
9158,Molung Hydropower Company Limited,MHCL,Molung Hydropower Company Limited,A,molung.office@gmail.com,www.molunghydropwer.com.np,Hydro Power,Nepal Hydropower Board,Equity
9159,Sagarmatha Jalabidhyut Company Limited,SMJC,Sagarmatha Jalabidhyut Company Limited,A,sagarmathahydropower@gmail.com,https://sagarmathajbc.com.np,Hydro Power,Nepal Hydropower Board,Equity
9161,Aatmanirbhar Laghubitta Bittitya Sanstha Limited,ANLB,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,A,aatmanirbhar2076@gmail.com,https://aatmanirbhar.org.np,Microfinance,Nepal Rastra Bank,Equity
9163,BPW Laghubitta Bittiya Sanstha,BPW,BPW Laghubitta Bittiya Sanstha Limited,D,bpwlaghubitta@gmail.com,www.bpwlaghubitta.com.np,Microfinance,Nepal Rastra Bank,Equity
9166,Makar Jitumaya Suri Hydropower Ltd ,MAKAR,Makar Jitumaya Suri Hydropower Limited,A,mjs.hydropower2065@gmail.com,www.mjshydropower.com.np,Hydro Power,Nepal Hydropower Board,Equity
9167,MaiKhola Hydropower Limited,MKHL,Mai Khola Hydropower Limited,A,maikholahydro@gmail.com,https://maikholahydropower.com.np,Hydro Power,Nepal Hydropower Board,Equity
9168,Global IME Bank Limited,GBILD84/85,"Global IME Bank Debenture, 2084/85",A,nlisting@gibl.com.np,http://www.globalimebank.com,Commercial Banks,Nepal Rastra Bank,Non-Convertible Debentures
9170,Dolti Power Company Ltd.,DOLTI,Dolti Power Company Limited,A,info@doltipower.com.np,www.doltipower.org.np,Hydro Power,Nepal Hydropower Board,Equity
9171,Bhugol Energy Development Company Ltd,BEDC,Bhugol Energy Development Company Limited,A,energy.bhugol@gmail.com,www.bedc.com.np,Hydro Power,Nepal Hydropower Board,Equity
9173,CITY HOTEL LIMITED ,CITY,City Hotel Limited,A,info@cityhotel.com.np,https://cityhotel.com.np/,Hotels And Tourism,Ministry of Tourism,Equity
9174,Prabhu Capital Limited,PRSF,Prabhu Smart Fund,A,info@prabhucapital.com, www.prabhucapital.com,Mutual Fund,Nepal Rastra Bank,Mutual Funds
9175,Menchhiyam Hydro Power Ltd,MCHL,Menchhiyam Hydropower Limited,A,menchhiyam@gmail.com,www.menchhiyamhydropower.com,Hydro Power,Nepal Hydropower Board,Equity
9176,Ingwa Hydropower Limited,IHL,Ingwa Hydropower Limited,A,hydropoweringwa@gmail.com,www.ingwahydropowerltd.com.np,Hydro Power,Nepal Hydropower Board,Equity
9177,Standard Chartered Bank  Nepal Limited,SCBD,10.30% Standard Chartered Bank Limited Debenture,A,Legal.Nepal@sc.com,www.sc.com/np,Commercial Banks,Nepal Rastra Bank,Non-Convertible Debentures
9178,RBB Merchant Banking Limited,RMF2,RBB Mutual Fund 2,A,rbbmbl@rbbmbl.com.np,www.rbbmbl.com.np,Mutual Fund,Nepal Rastra Bank,Mutual Funds
9179,Modi Energy Limited,MEL,Modi Energy Limited,A,info@modihydro.com,www.modihydro.com,Hydro Power,Nepal Hydropower Board,Equity
9180,NMB Bank Limited,NMBD89/90,NMB Debenture 10.75%-2089/90,A,pramod.dahal@nmb.com.np,http://www.nmb.com.np,Commercial Banks,Nepal Rastra Bank,Non-Convertible Debentures
9181,Rawa Energy Development Ltd.,RAWA,Rawa Energy Development Limited,A,rawa.hydro@gmail.com,www.rawaenergy.com.np,Hydro Power,Nepal Hydropower Board,Equity
9182,Siddhartha Bank Limited,SIGS3,Siddhartha Investment Growth Scheme 3,A,laxman.ghimire@sbl.com.np,,Commercial Banks,Nepal Rastra Bank,Mutual Funds
9183,Nepal Republic Media Ltd,NRM,Nepal Republic Media Limited,A,info@nagariknews.com,www.nepalrepublicmedia.com,Others,N/A,Equity
9184,I.M.E. Life Insurance company Limited ,ILI,IME Life Insurance Company Limited,A,info@imelifeinsurance.com, www.imelifeinsurance.com ,Life Insurance,Nepal Insurance Board,Equity
9191,Citizens Bank International Limited,C30MF,Citizens Super 30 Mutual Fund,A,rajendra.shrestha@ctznbank.com,www.ctznbank.com,Commercial Banks,Nepal Rastra Bank,Mutual Funds
9192, Upper Syange Hydropower Limited,USHL,Upper Syange Hydropower Limited,A,upper.syange@gmail.com,www.uppersyange.com,Hydro Power,Nepal Hydropower Board,Equity
9193,Ghorahi Cement Industry Limited,GCIL,Ghorahi Cement Industry Limited,A,enquiry@ghorahicement.com,www.ghorahicement.com.np,Manufacturing And Processing,Department of Industry,Equity
9194,Three Star Hydropower Ltd,TSHL,Three Star Hydropower Limited,A,sapsu2016@gmail.com,threestarhydro.com,Hydro Power,Nepal Hydropower Board,Equity
9195,Mahalaxmi Bikas Bank Ltd.,MLBLD89,11% Mahalaxmi Debenture 2089,A,listing@mahalaxmi.com.np,http://www.yetibank.com,Development Banks,Nepal Rastra Bank,Non-Convertible Debentures
9196,Kutheli Bukhari Small Hydropower Ltd,KBSH,Kutheli Bukhari Small Hydropower Limited,A,kuthelihydro@gmail.com,kuthelihydropower.com,Hydro Power,Nepal Hydropower Board,Equity
9197,Lumbini Bikas Bank Ltd.,LBBLD89,11% L.B.B.L. Debenture 2089,A,hari.subedi@lumbinibikasbank.com,,Development Banks,Nepal Rastra Bank,Non-Convertible Debentures
9198,Laxmi Sunrise Bank Limited,LVF2,Laxmi Value Fund 2,A,piyush.aryal@laxmibank.com,,Commercial Banks,Nepal Rastra Bank,Mutual Funds
9199,Reliable Nepal Life Insurance Ltd,RNLI,Reliable Nepal Life Insurance Limited,A,share@reliablelife.com.np,https://reliablelife.com.np,Life Insurance,Nepal Insurance Board,Equity
9201,Sun Nepal Life Insurance Company Limited,SNLI,Sun Nepal Life Insurance Company Limited,A,info@snlic.com.np,https://www.snlic.com.np/,Life Insurance,Nepal Insurance Board,Equity
9203,Manakamana Engineering Hydropower Limited,MEHL,Manakamana Engineering Hydropower Limited,A,hydromanakamana@gmail.com,www.hydromanakamana.com.np				,Hydro Power,Nepal Hydropower Board,Equity
9208,Upper Lohore Khola Hydropower Company Limited,ULHC,Upper Lohore Khola Hydropower Company Limited,A,upperlohore.hydro@gmail.com,www.ulkhp.com,Hydro Power,Nepal Hydropower Board,Equity
9209,Citizen Life Insurance Company Limited,CLI,Citizen Life Insurance Company Limited,A,info@citizenlifenepal.com,www.citizenlifenepal.com,Life Insurance,Nepal Insurance Board,Equity
9211,Nepal SBI Bank Limited,SBID89,9% Nepal SBI Bank Rinpatra 2089,A,cs@nsbl.com.np,https://nsbl.statebank,Commercial Banks,Nepal Rastra Bank,Non-Convertible Debentures
9212,Mandu Hydropower Limited,MANDU,Mandu Hydropower Limited,A,info@manduhydropower.com,www.manduhydropower.com,Hydro Power,Nepal Hydropower Board,Equity
9213,HATHWAY INVESTMENT NEPAL LIMITED,HATHY,Hathway Investment Nepal Limited,A,nepal.hathway@gmail.com,https://www.hathwaynepal.com.np/,Investment,Nepal Rastra Bank,Equity
9214,Bhagawati Hyropower Development Company Ltd.,BGWT,Bhagawati Hydropower Development Company Limited,A,bhdcpokhara1@gmail.com,www.bhagawatihydro.com.np,Hydro Power,Nepal Hydropower Board,Equity
9215,Mid solu Hydropower Limited,MSHL,Mid Solu Hydropower Limited,A,midsolu.hydropower@gmail.com,https://midsoluhydropower.com.np/,Hydro Power,Nepal Hydropower Board,Equity
9216,Sonapur Minerals And Oil Limited,SONA,Sonapur Minerals And Oil Limited,A,finance@sonacement.com,www.sonacement.com,Manufacturing And Processing,Department of Industry,Equity
9217,Mathillo Mailun Khola Jalvidhyut Ltd.,MMKJL,Mathillo Mailun Khola Jalvidhyut Limited,A,mailung@sanimahydro.com,sanimamailung.com,Hydro Power,Nepal Hydropower Board,Equity
9218,Trishuli Jal Vidhyut Company Limited ,TVCL,Trishuli Jal Vidhyut Company Limited ,A,tjvclshare2080@gmail.com,,Hydro Power,Nepal Hydropower Board,Equity
9220,Kumari Bank Limited,KBLD90,10% KBL Debenture 2090,A,info@kumaribank.com,http://www.kumaribank.com,Commercial Banks,Nepal Rastra Bank,Non-Convertible Debentures
9221,Himalayan Bank Limited,H8020,Himalayan 80-20,A,legal@himalayanbank.com,https://www.himalayanbank.com,Commercial Banks,Nepal Rastra Bank,Mutual Funds
9225,Vision Lumbini Urja Company Limited,VLUCL,Vision Lumbini Urja Company Limited ,A,urja@visionlumbini.com.np,www.urja.visionlumbini.com.np,Hydro Power,Nepal Hydropower Board,Equity
9230,Muktinath Krishi Company Limited,MKCL,Muktinath Krishi Company Limited,A,info@muktinathkrishi.com,www.muktinathkrishi.com,Others,N/A,Equity
9231,Citizens Bank International Limited,CIZBD90,10% Citizens Bank Debenture 2090,A,rajendra.shrestha@ctznbank.com,www.ctznbank.com,Commercial Banks,Nepal Rastra Bank,Non-Convertible Debentures
9232,Chirkhwa Hydropower Limited,CKHL,Chirkhwa Hydropower Limited ,A,chirkhwa@gmail.com,www.chirkhwahpl.com,Hydro Power,Nepal Hydropower Board,Equity
9233,Nepal Warehousing Company Limited,NWCL,Nepal Warehousing Company Limited ,A,info@nwcl.com.np,www.nwcl.com.np,Others,N/A,Equity
9234,Himalayan Reinsurance Limited,HRL,Himalayan Reinsurance Limited,A,contactus@himalayanre.com,www.himalayanre.com,Others,N/A,Equity
9236,NIC Asia Bank Ltd.,NICGF2,NIC ASIA Growth Fund-2,A,nica.nots@nicasiabank.com,,Commercial Banks,Nepal Rastra Bank,Mutual Funds
9238,Nabil Bank Limited,NABILD87,9% Nabil Debenture 2087,A,company.affairs@nabilbank.com,www.nabilbank.com,Commercial Banks,Nepal Rastra Bank,Non-Convertible Debentures
9241,Kumari Bank Limited,KSY,Kumari Sabal Yojana,A,info@kumaribank.com,http://www.kumaribank.com,Commercial Banks,Nepal Rastra Bank,Mutual Funds
9242,Sarbottam Cement Limited,SARBTM,Sarbottam Cement Limited,A,info@sarbottamcement.com,www.sarbottamcement.com,Manufacturing And Processing,Department of Industry,Equity
9243,Nepal Investment Mega Bank Limited,NIMBD90,10% NIMB Debenture 2090,A,NIBL.Nepse@nibl.com.np,http://www.nibl.com.np,Commercial Banks,Nepal Rastra Bank,Non-Convertible Debentures
9244,Nepal Investment Mega Bank Limited,NIBLSTF,NIBL Stable Fund,A,NIBL.Nepse@nibl.com.np,http://www.nibl.com.np,Commercial Banks,Nepal Rastra Bank,Mutual Funds
